player_name,hand_id,starting_bankroll,net_earning,player_cards,play_cards_value,community_cards
HOTROD,1003268830,13181,-20,5d9d,59,KcAdQdTsTh
HOTROD,1003268850,13161,65,TsQs,TQ,8h7h9s5sAs
HOTROD,1003268940,13181,55,TsAc,TA,Ad6h9h7d6d
HOTROD,1003268964,13236,20,8sJs,8J,4sKhTdThAd
HOTROD,1003269136,13181,-10,2d2c,22,5cJhTs9s3c
HOTROD,1003269286,13171,-20,QhAs,QA,9d2s8s5sJh
HOTROD,1003346330,13131,-10,2c9c,29,3sJdKd9s8h
HOTROD,1003346384,13111,-30,8h7s,87,5dJdTd8c7h
HOTROD,1003346435,13081,70,8h6c,86,8d2s6sJd6d
HOTROD,1003348245,13151,25,Ad5d,A5,6c2h4hKs8c
HOTROD,1003348313,13171,130,4hKh,4K,Ks9h3dQcKd
HOTROD,1003348382,13301,-10,6h7s,67,8h2h4dQh9d
HOTROD,1003348466,13306,60,Qh3h,Q3,Jh9hQs5s7c
HOTROD,1003350131,13326,50,5hJd,5J,4d7d6s3d9h
HOTROD,1003350174,13376,-10,4d6d,46,9s3cTsAhQc
HOTROD,1003353113,13311,55,JdJh,JJ,7dAh8sTc3h
HOTROD,1003354904,13346,370,QhQc,QQ,9s8hTcJh2h
HOTROD,1003356217,13571,30,5c7c,57,5s3sQh9dQd
HOTROD,1003356301,13601,-80,JhJc,JJ,2hQs8h7c3c
HOTROD,1003392289,13486,225,8h8c,88,9h9s6c8s4d
HOTROD,1003867491,13074,-30,QcTd,QT,TsKc9h5c9c
HOTROD,1003869557,12894,60,KsTh,KT,9c4c9sTs4h
HOTROD,1003869866,12894,100,KhTc,KT,2hTs3c6dQd
HOTROD,1004051110,13139,-50,4cQc,4Q,3h6cAsQd5h
HOTROD,1004051145,13089,-10,4c6d,46,Tc2s7cAd9c
HOTROD,1004051493,13044,-90,AsAd,AA,5d9h8cTcQd
HOTROD,1004052543,12884,-90,9h8h,98,QhAhKcJh8s
HOTROD,1004397883,12654,-110,QsQc,QQ,6s9h6hAs2d
rulle,1003706521,400,-40,9c3d,93,3h8cTsQd7h
Clarance,1003905698,1187,110,8s8d,88,Qd2d5sJcQc
Clarance,1003905783,1297,60,QcTh,QT,Ad7d2sQs4d
Clarance,1003905853,1347,10,6d7d,67,Jc5s6sQc6h
Clarance,1003905996,1327,70,7dKh,7K,9d6hQdTcJh
Clarance,1003906043,1397,50,3dAd,3A,8c2sAs9s3s
Clarance,1003906141,1447,-30,3cJc,3J,6c7c9sTd4s
Clarance,1004416080,1342,60,Kh7c,K7,Ks6hTs5cJd
TFugitive,1003904493,1592,-60,9sKc,9K,7s5sKdKsAs
TFugitive,1003905170,1362,-130,KsAs,KA,4sTdQd4cQs
hollywood,1003369519,2753,-10,3s4d,34,KdAd6s2d7s
hollywood,1003369587,2703,-70,7d7s,77,6sKhJh4h6d
hollywood,1003369690,2668,60,Jd7d,J7,2d5d9hKc8d
hollywood,1003369909,2733,120,KcAh,KA,ThQc2cQhTc
hollywood,1003370177,2773,105,2s3s,23,6s5sAcKs5c
hollywood,1003370227,2878,70,8hKh,8K,Qh2h9cKd5d
hollywood,1003370355,2933,-30,Ad3s,A3,Ts5s3hKs4h
hollywood,1003370387,2903,0,8c6s,86,2sTc7d6c7h
hollywood,1003370527,2833,80,Kd4c,K4,Kc8c6d9c4h
hollywood,1003370741,2958,10,2h5c,25,5s7d9h7h4c
hollywood,1003370890,2933,90,TcJc,TJ,Qd2c8dJsQc
hollywood,1003713381,3083,180,KcQc,KQ,Tc3s4hKsJh
hollywood,1003713470,3258,140,QsAs,QA,4c3h3sAhJs
hollywood,1003713599,3348,40,Ad3h,A3,3s9s4sKd9h
hollywood,1003713620,3388,-10,Tc7h,T7,6hQh4hQd3s
hollywood,1003713661,3378,90,3h3s,33,2dQh3d5c3c
hollywood,1003713848,3398,110,3h4h,34,6d5hTd9h8h
hollywood,1003713889,3508,100,JhQc,JQ,Js4sJc4c2d
hollywood,1003714140,3493,-10,3s2s,32,5h8hAc9sTd
hollywood,1003714311,3473,140,8cJs,8J,6cJd2c6hAh
hollywood,1003714666,3728,35,Ad6h,A6,Ts7c7hTd3d
hollywood,1003714797,3748,55,JsJh,JJ,5d5s6c7d7h
hollywood,1003714840,3793,85,KhJc,KJ,Js9cQc8dTs
hollywood,1003714887,3878,0,Kd4s,K4,5c2s6h6sTh
hollywood,1003714920,3878,-40,Kh7d,K7,Qh7c5sJh7h
hollywood,1003715040,3828,-130,9sQh,9Q,2s5c9h6dQd
hollywood,1003715297,3663,45,Ac4d,A4,Th2sQdJd9d
hollywood,1003715336,3708,90,4c5c,45,6d8hJd3s7c
hollywood,1003715535,3778,90,AsQd,AQ,4h5sJhAh5h
hollywood,1003715594,3868,-80,Ac2c,A2,ThTs9c7s6d
hollywood,1003715654,3788,-50,AsKh,AK,9dTs3c3h2d
hollywood,1003716023,3768,40,2h3h,23,4h9s3cAdAs
hollywood,1003716093,3813,-10,7c6d,76,Ah2c8dKdKs
hollywood,1003716116,3793,60,9s2s,92,3hKsTsJsQh
hollywood,1003716143,3833,-60,8s5s,85,Th8dKhJc7s
hollywood,1003716182,3783,-50,3h6s,36,3s8s2sTh2h
hollywood,1003716219,3738,-70,KhJc,KJ,9dTc6d8c6s
hollywood,1003716248,3673,-50,8cTc,8T,2hAc8sQc2s
hollywood,1003716279,3613,60,KhKd,KK,QdJd8hAsJh
hollywood,1003716355,3658,-10,6s7d,67,2d4dTdAs4h
hollywood,1003716369,3648,-40,Th5s,T5,3hTc7hQc2c
hollywood,1003716486,3593,10,5s4c,54,8c4d7dTcTh
hollywood,1003716527,3603,-30,Ts9d,T9,9s2d3cAc4d
hollywood,1003716576,3583,-40,KcQc,KQ,8d2c5d7s4h
hollywood,1004321013,2760,-100,JsJh,JJ,3d2d3h2cKd
hollywood,1004321075,2655,180,QcKd,QK,9c4c6hJhTd
hollywood,1004321112,2835,65,Qd3h,Q3,JhKh3s5hQh
hollywood,1004321149,2920,50,Jc2s,J2,TcJs4sQs4h
hollywood,1004321243,2880,160,JhKd,JK,Kc3hAs2c2d
hollywood,1004321426,2990,-50,6c6d,66,8d4d9h2sKd
hollywood,1004321453,2900,-60,AcKd,AK,9h9sTs3sKs
fish_er,1002050252,1000,-50,7dTh,7T,2s2h6dTdQc
fish_er,1002050413,1010,-90,JdJh,JJ,3s8cTh6d7s
fish_er,1002050554,920,95,7dAs,7A,7s3s4sKs4h
fish_er,1002051324,1030,-20,ThJd,TJ,8dQc7s5cAs
fish_er,1002051391,1010,-40,9cTc,9T,7cJhQh5h7h
fish_er,1002051604,1020,-10,TdQd,TQ,3c6s2dJd2h
fish_er,1002051675,1000,-20,7dJd,7J,6dTdAcTsQh
Jake17,1004076715,1000,35,4sAc,4A,TcQs6cAd6h
Jake17,1004076905,995,60,JcJd,JJ,9d2sKh8s9c
Jake17,1004076960,1055,15,TsKh,TK,9h4s3cAc8s
Jake17,1004077037,1060,-60,Jc6s,J6,KsJd9c5s3d
Jake17,1004077225,1000,13,AcKd,AK,QsKhJc3cTc
Jake17,1004077346,983,160,3h7s,37,7c3s4d9dJc
Jake17,1004077408,1143,-30,3d5s,35,2h9cKc4d3s
Jake17,1004077606,1073,-10,TcJd,TJ,3h8s2dAcKc
Jake17,1004078106,983,-80,4hAh,4A,Qs6c2c3sKd
Jake17,1004221412,873,-20,7s8s,78,3hAc5cQh2c
Jake17,1004221429,853,0,Tc6c,T6,9sAs7s4s4d
Jake17,1004221495,823,-30,2h8c,28,7hAhJhTc2s
Jake17,1004221622,823,-10,5h2c,52,7s4cAsKc9s
Jake17,1004221727,858,-60,6c6s,66,4sTsQs4hJh
Jake17,1004221761,798,20,4dJd,4J,5h5d4sQsJc
Jake17,1004221823,848,-10,Ah3d,A3,4h2c7hJs6c
Jake17,1004221871,833,-10,Td8h,T8,Kh4dAsQd6h
Jake17,1004221920,783,110,QsQc,QQ,5d8c2s3h2d
Jake17,1004221944,893,170,TdQc,TQ,Ts7h8dKsTc
Jake17,1004222027,1068,-40,JdKd,JK,2s2c3d7dQs
Jake17,1004222068,1028,-60,TdJd,TJ,Qd5hKsQcQs
Jake17,1004222085,968,-90,2h3h,23,4c5h8d6sKs
Jake17,1004222119,878,90,KhAs,KA,Ad8s9c6d5c
Jake17,1004222208,1008,110,QcKc,QK,Qs6d5c2dJc
Jake17,1004238426,1108,-50,KhQd,KQ,5cJh4h8h9s
Jake17,1004238808,998,25,7h6h,76,5dQd8dAd9c
Jake17,1004238905,1003,15,6h6c,66,3h4cKhJh2d
Jake17,1004238979,1008,-60,TsQc,TQ,KcTdKhKsJh
Jake17,1004239936,1003,45,KcQc,KQ,3hAh2dThQd
Jake17,1004240581,1018,5,AcKc,AK,4s5s4hTcTh
Jake17,1004240714,1023,-40,Jd9s,J9,QhQdTd2d5h
Jake17,1004241014,963,-150,TdQc,TQ,8d3dKdJd9c
Jake17,1004241072,813,80,AdAs,AA,7sQs4s2c2s
Jake17,1004241508,863,40,7h7d,77,Th3sKs9d2d
Jake17,1004241879,893,-120,AhTd,AT,As2dKhJd3s
Jake17,1004241933,773,-140,5s7h,57,4cAs8h8d4h
Jake17,1004242110,593,27,2cAc,2A,6sKs3hQd8c
Jake17,1004242567,510,20,4c6d,46,2d5s3hKc6h
Jake17,1004242600,530,-70,6c4h,64,Kc8s9d5d8h
Jake17,1004242860,530,100,2sKc,2K,Qh4d9d2c6s
Jake17,1004242922,630,-10,4sQh,4Q,9h8c2hTd3h
Jake17,1004243147,580,130,QhQc,QQ,Js7c4s4c5h
Jake17,1004243387,600,-50,4h5d,45,4dAc7sKsQc
Jake17,1004243444,550,225,Ac2d,A2,3d6sTcQd2s
Jake17,1004243650,850,15,4s2s,42,Kd3d6h4c3c
Jake17,1004243774,825,-40,6d5h,65,Qc5sJcAsKc
Jake17,1004243828,785,35,KcQs,KQ,4cAc8d6c8h
Jake17,1004243934,820,-60,6s6d,66,8s3s5cKd5h
Jake17,1004244203,710,125,TsJh,TJ,9h6s4hAh5h
Jake17,1004244656,745,-80,2hKh,2K,7cQcTh2cJh
Jake17,1004244816,775,-70,4s2s,42,8cJc6h4h9s
Jake17,1004244875,705,-60,3c5h,35,4s6h4c8cKh
Jake17,1004244942,640,75,As5c,A5,2c8s5hAc8h
Jake17,1004245071,715,45,Kd5s,K5,5c3s9hJcTc
Jake17,1004245132,710,80,Ac6h,A6,3s8c7s6d2c
Jake17,1004245186,790,-70,4cAc,4A,ThAsJh6h7d
Jake17,1004245206,720,-70,Qh2h,Q2,2d7hTc8h3d
Jake17,1004245288,670,-20,Ac7d,A7,9s5s2h6s2d
Jake17,1004245412,650,-40,QsTc,QT,3h8hKh6c6h
Jake17,1004245481,605,-90,Tc3c,T3,Js7d2c5s7h
Jake17,1004245516,515,60,As4c,A4,JcJh2c5s6d
Jake17,1004245563,575,3,6dAc,6A,JdAh9h9cQd
Jake17,1004245675,608,110,9hQd,9Q,9c3d9s5h4h
Jake17,1004245716,738,80,AdTc,AT,6hAh7c9h8h
Jake17,1004245761,818,40,2h2c,22,JcJd7d3cTh
Jake17,1004245925,933,-70,AcAs,AA,6s8h5cTh5d
Jake17,1004245978,868,-60,3dTh,3T,9hQs9c9dJs
Jake17,1004246027,813,-140,5cKs,5K,Kh2sAcQc2h
Jake17,1004246076,673,3,Ac2s,A2,3cTcThJdQd
Jake17,1004246111,686,210,QsQh,QQ,6s9sAs3s2h
Jake17,1004246263,881,25,As6d,A6,8hQc6cKc2h
Jake17,1004246365,901,-70,3s4s,34,9c4h9hKhJc
Jake17,1004246394,836,70,9sQd,9Q,Qh2h5c4s3c
Jake17,1004246424,911,-30,7c8c,78,Js4cTs6d3c
Jake17,1004246767,861,160,QhAh,QA,8h2c7dQc9c
Jake17,1004247040,1021,120,2hAd,2A,8s5h8c8h9d
Jake17,1004247522,1056,-60,JdAh,JA,9h5sQdKd5c
Jake17,1004247706,946,10,Kc8d,K8,5d7d7h3sTs
Jake17,1004247931,1056,70,7c7s,77,Ts4c5d3h2c
Jake17,1004247986,1126,-60,AdQd,AQ,2s6dJh8h9d
Jake17,1004248019,1066,-10,Th9h,T9,6h2dJc3hKd
Jake17,1004248053,1056,-30,Th3s,T3,Kd8c9dJsAh
Jake17,1004248204,1021,-30,5c2c,52,As7d3cKd2d
Jake17,1004248285,991,180,KdJs,KJ,Jc5sQcQh6d
Jake17,1004248427,1161,130,9sJd,9J,Ts2hJs3d8h
Jake17,1004248489,1291,-20,2h3h,23,6sKhTcAd6h
Jake17,1004248583,1331,-70,Ad7d,A7,7hQsThKs9d
Jake17,1004248921,1291,85,JhTc,JT,4s9sTh8c8h
Jake17,1004248997,1376,20,As5s,A5,5dQcTcJs9c
Jake17,1004249015,1396,60,JcJd,JJ,4c5cQd4h8d
Jake17,1004249271,1396,90,KhJs,KJ,9cJc5h9s4s
Jake17,1004249639,1396,141,QdAd,QA,9sQhTc5hTd
Stobe,1004318441,995,60,Jd6d,J6,3s4s6c3h9h
Stobe,1004318468,1055,90,2hAc,2A,Kd4cKh8cKs
Stobe,1004418784,1105,225,KhTh,KT,KdTd3hJs8h
Stobe,1004418842,1330,-70,QhJh,QJ,5c6s7c4dTc
dogzilla,1001990053,395,-50,TsKh,TK,3c6h9d8hAc
dogzilla,1001990160,325,-90,9dAh,9A,4cQsTd8hQd
dogzilla,1001990999,5,-5,JdQd,JQ,8dQcAd9h2s
dogzilla,1001991617,890,130,8s8d,88,3h4c7s9sAh
dogzilla,1002065029,980,75,8s8d,88,9dJdTd6dQc
dogzilla,1002065163,1030,-90,QsTd,QT,Th3d5hQdJc
dogzilla,1002065525,900,120,QdKh,QK,5cTs6cJsAh
dogzilla,1002065574,1020,45,9cJd,9J,QhKc4h9dQs
dogzilla,1002065624,1065,-90,JsJd,JJ,3h9s5c4cTh
dogzilla,1002065673,975,120,3c2d,32,3h9h3s5dKs
dogzilla,1002065884,1085,-70,KdKs,KK,3s9c5h8d4h
dogzilla,1002066012,995,30,3c3s,33,4d9c6h4cQd
dogzilla,1002066159,1115,-60,QhTh,QT,2dJh8h8sTc
dogzilla,1002066802,1000,25,TcTs,TT,KhAs7h7s5d
dogzilla,1002067297,990,-90,8h8s,88,8d6c5cQh4d
dogzilla,1002067472,900,-20,6h5s,65,8d7hAh3s7c
dogzilla,1002166381,865,190,JhJs,JJ,5c6s4h5s9h
dogzilla,1002166532,1045,-70,KcKd,KK,4cAc7h8c6d
dogzilla,1002166597,975,70,Kd3d,K3,6d8hQs2cKc
dogzilla,1002167374,1030,250,9hKh,9K,AhKs4h7c6h
dogzilla,1002167646,1315,-40,9dJd,9J,9sAd8s8d2s
dogzilla,1002337970,1255,-60,Qs9h,Q9,Th6c5d7cAh
dogzilla,1002338003,1195,50,2h4h,24,6sJh2s8s8d
dogzilla,1002338096,1330,70,3s2d,32,4d2h3dKd5s
dogzilla,1002681943,1080,-120,7sKh,7K,Ks4sQc6d7d
dogzilla,1002681996,960,110,6sKd,6K,Ks2d7sJc8c
dogzilla,1002682186,1070,-20,9cAh,9A,Jd5c5h7d4c
dogzilla,1002682621,1210,75,AcAs,AA,TdJcKs5d4h
dogzilla,1002682654,1285,40,4sJh,4J,9d9sKs7s6s
dogzilla,1002682843,1315,-100,QdAc,QA,JdAd2cJh4c
dogzilla,1002683314,1170,-40,8c6c,86,4c9s7h2sAh
dogzilla,1002683483,1130,120,3s4h,34,2s9c5d5sAc
dogzilla,1002683849,1215,80,KdKs,KK,7c9h4hTh9c
dogzilla,1002683920,1285,-10,As4d,A4,8sKc7s9s7c
dogzilla,1002853909,1275,-40,6d6c,66,Jd4cQdQhTs
dogzilla,1002855836,1085,-70,9h9d,99,Qs3dKs7h6s
dogzilla,1003559880,990,-130,AdAc,AA,KhQd8h7d6s
dogzilla,1003560529,760,120,Js8s,J8,7sTh7c9hAc
dogzilla,1003560945,820,130,8sAs,8A,8hTd8d3c9s
dogzilla,1003981523,840,200,ThTs,TT,8c7cTdJdAs
dogzilla,1003981920,1010,230,6d5d,65,8d2d7hQdKs
dogzilla,1003982309,1310,-70,8s8h,88,2c4c3dKsKd
dogzilla,1003982709,1130,115,9d9s,99,6h2dJs9h8h
dogzilla,1003982937,1225,-70,KdKc,KK,3d7cQsTsTc
dogzilla,1003983132,1145,-80,Kd9s,K9,Ks3d2hTd7s
dogzilla,1003983415,1025,-10,2d8h,28,QhTcJs3dAd
dogzilla,1003983495,1015,-50,KdQd,KQ,KcJd8dJc3c
dogzilla,1004411367,855,-40,4s2c,42,2hJs7sKhJc
dogzilla,1004411566,815,42,JsKs,JK,9cTd8c4s7h
dogzilla,1004413223,772,-10,8s6c,86,Jd5dQh4s4c
dogzilla,1004413263,762,55,9cAc,9A,Js7s8sAhJd
dogzilla,1004413400,807,-90,Ts7c,T7,8s5h7d3dAh
dogzilla,1004413453,717,15,Js6s,J6,2h2dKd6d8c
dogzilla,1004413541,732,160,2cKd,2K,Qd2d2s9s8c
dogzilla,1004413617,892,20,Ah3c,A3,Jc4d8c8s7h
dogzilla,1004414361,852,55,KdAh,KA,8d2c8cTc3s
dogzilla,1004415634,892,60,6sJh,6J,5s8h7sKhJd
dogzilla,1004416488,887,312,JhKd,JK,Ah5hJsJd9h
dogzilla,1004416722,1194,155,TdAh,TA,7h2d9cAdJc
dogzilla,1004498278,1344,35,Kc3d,K3,Kh2s4sAcJc
dogzilla,1004498312,1379,60,Kh5c,K5,AcAhAs4d8d
dogzilla,1004498353,1439,50,8d9s,89,Td5hAdJd3d
dogzilla,1004498934,1369,-120,Ac5c,A5,6s5sQhTcAs
dogzilla,1004499011,1249,-80,Kh6h,K6,Kd3cQd4s7d
dogzilla,1004499384,1119,-70,7hTs,7T,7sAh5hTh4s
dogzilla,1004499526,1039,-100,Ts2c,T2,QhTc2sKs7s
dogzilla,1004499692,919,-50,QsKs,QK,Qd4dJcAc3h
dogzilla,1004499780,869,-50,8d8c,88,4d3s9dJhQc
dogzilla,1004499821,819,120,3hKh,3K,5hKd8h6h3d
dogzilla,1004500174,859,200,6d7d,67,Qd8c7h6c2d
dogzilla,1004505148,1034,205,QdQh,QQ,AhQc6cKs5c
dogzilla,1004505592,1229,75,AsAd,AA,8h4c9hTcQc
dogzilla,1004506182,1209,-20,Kd8c,K8,Qs3d2s3c4h
dogzilla,1004506511,1159,80,Ac7h,A7,Ad3c3h3s8c
dogzilla,1004506932,1209,70,3cAd,3A,5h4s4hAs5s
dogzilla,1004507056,1274,250,JsJc,JJ,7cQsAdQd5d
dogzilla,1004507428,1474,90,Jd9d,J9,Qc7sTdKd8c
dogzilla,1004507475,1564,-10,9c6s,96,4sQc7dAh7c
dogzilla,1004508920,1519,80,KcQh,KQ,6cQc6s2c5h
dogzilla,1004509572,1484,-10,Ts6c,T6,4d8c7cKc2s
dogzilla,1004509633,1464,-50,Jc8d,J8,Qd5h7d7c5c
Marbo,1002682144,1080,139,AsKs,AK,6d9dAh8sKd
myofb,1002914868,990,-60,TcAh,TA,KcAc2dThJh
myofb,1002914987,920,-70,KcQs,KQ,ThAdJsQcQh
RaiseNut,1002247925,580,350,KhAc,KA,4c4sAsJcQh
RaiseNut,1002247938,580,-240,4sQc,4Q,Th2h7dQs6h
RaiseNut,1002247942,340,-180,2d2h,22,5sQsKs4d2c
RaiseNut,1002248041,1000,-230,4h6c,46,5sKc6s5cQd
RaiseNut,1002248250,770,555,2cJc,2J,Jd9h2sTc6s
RaiseNut,1002248321,1325,-110,8s5d,85,KhTsTh8d2s
RaiseNut,1002248409,1215,-140,8sQc,8Q,9h5hKh8hJc
RaiseNut,1002248518,1075,-230,2sTc,2T,AhJsKd5c2d
RaiseNut,1002248645,785,-240,8dJh,8J,Th6s9hKd3d
RaiseNut,1002248768,435,0,Ts5h,T5,JcJhTcAs4s
RaiseNut,1002248804,435,-80,4dTc,4T,6c2sKsAhJc
RaiseNut,1002248932,355,125,9s3c,93,7d4s5c9hAs
RaiseNut,1002248990,480,-110,4h9h,49,5s8h2cTs3h
RaiseNut,1002249095,300,390,4c4d,44,8s7c2s2c9d
RaiseNut,1002249211,690,-240,4d2d,42,3s3cAs8sAc
RaiseNut,1002249272,450,70,3cKh,3K,6dQcQd5d4h
RaiseNut,1002249379,380,625,AdKd,AK,AhJdKs7h8d
BobMarley,1002850084,1547,-30,Qh3d,Q3,3h8c2c6sJs
BobMarley,1002850139,1517,12,8sJh,8J,ThTcQh4c4d
BobMarley,1002850183,1534,50,QdJd,QJ,2d2s9c4dTc
BobMarley,1002850426,1659,-50,9cQc,9Q,Kd7dAd9d3h
BobMarley,1002850446,1609,-60,Th4s,T4,Ts2dQs6d6c
BobMarley,1002850550,1574,160,4sAh,4A,5d4dKc7sAc
BobMarley,1002850842,1624,-70,Kh3d,K3,5s3c2d2h7c
BobMarley,1002850887,1619,240,8cQd,8Q,9sTc2dJcTh
BobMarley,1002850999,1844,55,Qh3h,Q3,2d3c8d2h8s
BobMarley,1002851020,1899,-110,9cAc,9A,Ks6c5sAsQc
BobMarley,1003184256,1794,160,Ad4h,A4,4s6h4cQc9d
BobMarley,1003184321,1954,130,4cTc,4T,KhTd4s7h9c
cinoni,1002560457,1025,-70,QdKc,QK,Jd5s8c9hJs
cinoni,1002560484,955,70,AhKc,AK,QcThAd2d6d
cinoni,1002560528,1025,-70,2hKh,2K,7hJcJd2s9c
cinoni,1002560635,930,-30,Kc5d,K5,4h8c8s8dTh
cinoni,1002560681,890,10,3h8s,38,3dJsAh5cTh
cinoni,1002560790,895,105,5h5c,55,4d8s6cKsTd
cinoni,1002560986,965,180,5c2c,52,2s8c5h3cQd
cinoni,1002561343,1060,100,Ad8s,A8,5s4s2hAsAh
cinoni,1002561470,1110,130,AhQs,AQ,3d5cKdAd3h
cinoni,1002561569,1210,-50,5sKs,5K,AdTd3s5c2h
cinoni,1002561610,1160,20,6d7s,67,7dAh2s4sTd
cinoni,1002562134,1110,30,7cTd,7T,9cTh6hJc5s
cinoni,1002562231,1140,-120,AdKc,AK,8d7h7d6sAs
cinoni,1002562274,1020,10,Th9d,T9,2dTsAsKd4d
cinoni,1002562605,935,-100,5cQs,5Q,5dQdJh2cTh
cinoni,1002562655,835,25,3h5s,35,Tc3cTh6s7s
moose,1001960260,965,40,TcAs,TA,6sQs2d6dJd
moose,1001960296,1005,80,QdQc,QQ,6cKsTdTh9c
moose,1001960427,1025,100,6hQd,6Q,Qc4h9dAd7d
moose,1001960455,1125,150,QcJh,QJ,2h4cQhKc8h
moose,1001960649,1295,50,Ah2c,A2,3h7h8d9hQc
moose,1001960714,1425,170,3cTc,3T,6c4hAdQc9c
moose,1001960757,1595,-10,3c4s,34,Jh8s7sTh5d
moose,1001969238,1645,-90,KdKh,KK,Qd6d6c3s9d
moose,1001969841,1520,-10,4h3d,43,2h6dQh9hKd
moose,1001969961,1520,15,4hAd,4A,2hAh9h7sTs
moose,1001970253,1405,-10,2sQs,2Q,8hJcTh4c8d
moose,1001970322,1385,110,QsAh,QA,8dAd9h9sTc
moose,1001970356,1495,125,AhAc,AA,Js4h2dJcKd
moose,1001970490,1610,-40,JsTd,JT,AdKs5c7sAc
moose,1001970833,1500,-10,9s7s,97,6d4h6h3cAc
moose,1001971152,1480,-90,Kd9c,K9,Jh6dQs9dKc
moose,1001971432,1370,10,7cAh,7A,2h2dJh2cKh
moose,1001971529,1380,95,5hKh,5K,Ks8h5c6c5d
moose,1001971563,1475,-60,2h2c,22,JdAc3c3h3d
moose,1001971737,1385,-40,7s8s,78,AdTd8h6dJh
moose,1001971993,1335,-60,6s6c,66,2d5h7h9hTh
moose,1001972291,1205,-70,QcJd,QJ,2hJh8cKs9d
moose,1001972519,1145,65,7c8s,78,7s4s5cQhTd
moose,1001972654,1300,-90,JhJs,JJ,7sTc6d7c8h
moose,1001972730,1210,140,4h6c,46,2h4d4c3sAc
moose,1001977519,1360,130,Ah4s,A4,7sAs8c5c6h
moose,1001977553,1490,-60,QhQc,QQ,TcKsKh5s8h
moose,1001977867,1455,-80,QdAs,QA,3hTs8s4d5d
moose,1001978082,1335,-170,7hQh,7Q,7cTh7dJh8h
moose,1001978160,1165,-20,7h3h,73,2h5dTh8sTd
moose,1001978601,1020,85,5dAd,5A,2dQdTd4c4h
moose,1001978659,1105,-40,KhJd,KJ,3dQs5h9h9c
moose,1001979168,1145,-70,Ac4c,A4,4h6cKhKcKs
moose,1001979569,970,90,7sTs,7T,2c2hKc7hTh
moose,1001979817,1010,90,Kc9d,K9,2sTcKhQd4h
moose,1001980088,1060,-30,3dTd,3T,6c2c8sThAs
moose,1001980186,1030,-70,As9s,A9,Th8hKc7h6s
moose,1001980576,965,-30,Qh6h,Q6,ThJsJdAd8s
moose,1001980705,935,-20,3s4s,34,KsKcTsAc5h
moose,1001980972,970,100,3c3h,33,2cAs3s9cKc
moose,1001981118,1040,-30,5h9c,59,9s6d3h7cJh
moose,1001981226,1050,95,TdKd,TK,7dTc2s5d7h
moose,1001981300,1145,-40,AdTs,AT,Kc6h7dJcJd
moose,1001981432,1105,-70,Qc9s,Q9,Ts7s9c8d4s
moose,1001985410,975,-60,TdAc,TA,Jc7hTh2dKs
moose,1001985912,855,75,8hJc,8J,3h9dJh7h7c
moose,1001985979,930,-80,8hJh,8J,3h4c8dQd2c
moose,1001986249,800,105,8hAd,8A,6d5s7s9s3c
moose,1001986314,905,95,KcKs,KK,7cQh8d5c7d
moose,1001986701,965,305,Ad5d,A5,3d6sQdQs2d
moose,1001987159,1265,-60,5dTd,5T,6sJdAd3c9h
moose,1001987325,1230,-120,TsQs,TQ,7sJh7d5sJs
moose,1002069565,1070,45,2d8d,28,Ah8hJh2s9s
moose,1002069637,1085,-10,7h8d,78,2dAc9sAd4c
moose,1002069781,1075,-60,2s3s,23,2h4dAd5dQd
moose,1002069847,1015,-30,JhQc,JQ,Ac6c9s5c5s
moose,1002069895,985,100,6d3h,63,Qc6h4d3sQd
moose,1002070404,1170,260,7c9h,79,7h9s7sKc5h
moose,1002070570,1430,-80,9dAh,9A,Qs4cAc6c2s
moose,1002070643,1350,-60,2h8h,28,5c6c4s8s9d
moose,1002070965,1210,-100,Ah2h,A2,Ts4hAc7dTh
moose,1002071102,1110,-120,5c5d,55,Ad2c3c5s4s
moose,1002071713,1045,-30,9h8c,98,As7s8d7cTh
moose,1002072035,1030,130,AsAc,AA,QsAdKc2s4d
moose,1002072119,1160,-10,7sKd,7K,8h9h4c2h2c
moose,1002072221,1130,75,Ad5h,A5,AsQd2s4c8h
moose,1002072287,1205,180,JdAh,JA,ThKs2dQc4d
moose,1002072462,1425,-20,5dAc,5A,8s9cJc6s3c
moose,1002072636,1485,45,6d9d,69,Ks8sTs4d7c
moose,1002072662,1530,-80,JdJh,JJ,Ac6cTh4c6h
moose,1002072829,1410,30,Kh3d,K3,5dAdAh5c2s
moose,1002072957,1400,-60,7d7s,77,2cQs8dAsAh
moose,1002073246,1230,-70,AcQh,AQ,2h2s7c8h7s
moose,1002073447,1080,-10,3h2h,32,Ks9dQcQd4s
moose,1002073551,1130,145,KdTh,KT,8d9dTs3c6s
moose,1002073716,1265,-50,QdKc,QK,5s2dTcKdAd
moose,1002073903,1175,-30,Ah9s,A9,9dQc5cJh4c
moose,1002073988,1145,180,2c5d,25,Jh3hAs4s6d
moose,1002087396,1325,100,7cKd,7K,QsKc4cJhAd
moose,1002087440,1420,120,Th8h,T8,7d8c4s8sKs
moose,1002087666,1485,210,9c8c,98,9dTsKh8sAh
moose,1002087966,1635,110,AsQs,AQ,Ac9cQh4h2h
moose,1002088000,1745,105,2d7d,27,AdKh5dQd2s
moose,1002088041,1850,-10,Kc6h,K6,Jc2sTh4cQh
moose,1002088055,1840,-70,Ac8c,A8,7s7cAhKcQs
